"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"MOIL","MOIL Limited","EQ"," Dividend - Rs 4.90 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"MHRIL","Mahindra Holidays & Resorts India Limited","EQ"," Bonus 1:2","10","08-Sep-2021","09-Sep-2021","-","-"
"PENINLAND","Peninsula Land Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"INDTERRAIN","Indian Terrain Fashions Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"MAZDA","Mazda Limited","EQ"," Annual General Meeting/Dividend - Rs 11 Per Share","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"VIKASLIFE","Vikas Lifecare Limited","EQ"," Annual General Meeting","1","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"VENUSREM","Venus Remedies Limited","EQ"," Annual General Meeting","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"SHEMAROO","Shemaroo Entertainment Limited","EQ"," Annual General Meeting","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"SHIVAMILLS","Shiva Mills Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"SPECIALITY","Speciality Restaurants Limited","EQ"," Annual General Meeting","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"KECL","Kirloskar Electric Company Limited","EQ"," Annual General Meeting","10","09-Sep-2021","-","14-Sep-2021","21-Sep-2021"
"GNA","GNA Axles Limited","EQ"," Dividend - Rs 2.50 Per Share/ Special Dividend - Rs 2.50 Per Share","10","09-Sep-2021","13-Sep-2021","-","-"
"ORICONENT","Oricon Enterprises Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","2","09-Sep-2021","-","14-Sep-2021","22-Sep-2021"
"GUFICBIO","Gufic Biosciences Limited","EQ"," Annual General Meeting/Dividend - Rs 0.10 Per Share","1","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"IZMO","IZMO Limited","EQ"," Annual General Meeting","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"SHIVATEX","Shiva Texyarn Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","10","09-Sep-2021","-","14-Sep-2021","20-Sep-2021"
"RBLBANK","RBL Bank Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"NECLIFE","Nectar Lifesciences Limited","EQ"," Annual General Meeting","1","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"SURYODAY","Suryoday Small Finance Bank Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","20-Sep-2021"
"TIPSINDLTD","TIPS Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","1","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"762GS2039","GOVERNMENT OF INDIA","GS"," Interest Payment","100","13-Sep-2021","14-Sep-2021","-","-"
"SHAHALLOYS","Shah Alloys Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","28-Sep-2021"
"STERTOOLS","Sterling Tools Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"SALSTEEL","S.A.L. Steel Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","28-Sep-2021"
"TREEHOUSE","Tree House Education & Accessories Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","20-Sep-2021"
"RTNINDIA","RattanIndia Enterprises Limited","EQ"," Annual General Meeting","2","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"RTNPOWER","RattanIndia Power Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ"," Dividend - Rs 3 Per Sh","2","13-Sep-2021","14-Sep-2021","-","-"
"GREENPOWER","Orient Green Power Company Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","22-Sep-2021"
"DONEAR","Donear Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","2","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"GANGAFORGE","Ganga Forging Limited","EQ"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","13-Sep-2021","14-Sep-2021","-","-"
"BLISSGVS","Bliss GVS Pharma Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","1","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"FIEMIND","Fiem Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 16 Per Share","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"MANAKSIA","Manaksia Limited","EQ"," Dividend - Rs 3 Per Share","2","13-Sep-2021","14-Sep-2021","-","-"
"MANAKSTEEL","Manaksia Steels Limited","EQ"," Annual General Meeting","1","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"CDSL","Central Depository Services (India) Limited","EQ"," Annual General Meeting/Dividend - Rs 9 Per Share","10","13-Sep-2021","14-Sep-2021","-","-"
"BURNPUR","Burnpur Cement Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"ALPSINDUS","Alps Industries Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","16-Sep-2021"
"ACLGATI","Allcargo Gati Limited","EQ"," Annual General Meeting","2","13-Sep-2021","-","15-Sep-2021","22-Sep-2021"
"HONDAPOWER","Honda India Power Products Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"MPHASIS","MphasiS Limited","EQ"," Annual General Meeting/Dividend - Rs 38 Per Share/Special Dividend - Rs 27 Per Share","10","13-Sep-2021","-","15-Sep-2021","29-Sep-2021"
"JKIL","J.Kumar Infraprojects Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","5","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"QUESS","Quess Corp Limited","EQ"," Annual General Meeting","10","13-Sep-2021","-","15-Sep-2021","21-Sep-2021"
"TAJGVK","Taj GVK Hotels & Resorts Limited","EQ"," Annual General Meeting","2","14-Sep-2021","-","16-Sep-2021","24-Sep-2021"
"NDRAUTO","Ndr Auto Components Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"SUPERHOUSE","Superhouse Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","14-Sep-2021","15-Sep-2021","-","-"
"TNPL","Tamil Nadu Newsprint & Papers Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","14-Sep-2021","-","16-Sep-2021","23-Sep-2021"
"SMARTLINK","Smartlink Holdings Limited","EQ"," Annual General Meeting","2","14-Sep-2021","-","16-Sep-2021","23-Sep-2021"
"SHRENIK","Shrenik Limited","EQ"," Annual General Meeting","1","14-Sep-2021","-","16-Sep-2021","23-Sep-2021"
"APEX","Apex Frozen Foods Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"PPL","Prakash Pipes Limited","EQ"," Dividend - Rs 1.20 Per Share","10","14-Sep-2021","-","16-Sep-2021","18-Sep-2021"
"TIMESGTY","Times Guaranty Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"GOACARBON","Goa Carbon Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"ARVSMART","Arvind SmartSpaces Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"ARIES","Aries Agro Limited","EQ"," Dividend - Rs 0.80 Per Share","10","14-Sep-2021","15-Sep-2021","-","-"
"OSWALGREEN","Oswal Greentech Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"BEL","Bharat Electronics Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","1","14-Sep-2021","-","16-Sep-2021","19-Sep-2021"
"FINPIPE","Finolex Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share/Special Dividend - Rs 2 Per Share","2","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"DODLA","Dodla Dairy Limited","EQ"," Annual General Meeting","10","14-Sep-2021","-","16-Sep-2021","23-Sep-2021"
"JAMNAAUTO","Jamna Auto Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","1","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"JINDRILL","Jindal Drilling And Industries Limited","EQ"," Dividend - Rs 0.50 Per Share","5","14-Sep-2021","15-Sep-2021","-","-"
"HINDCOPPER","Hindustan Copper Limited","EQ"," Annual General Meeting/Dividend - Rs 0.35 Per Share","5","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"ITDCEM","ITD Cementation India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.12 Per Share","1","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ"," Bonus 2:1","10","14-Sep-2021","15-Sep-2021","-","-"
"MAHSEAMLES","Maharashtra Seamless Limited","EQ"," Dividend - Rs 3.50 Per Share","5","14-Sep-2021","15-Sep-2021","-","-"
"WORTH","Worth Peripherals Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","14-Sep-2021","-","16-Sep-2021","22-Sep-2021"
"TANLA","Tanla Platforms Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"VINDHYATEL","Vindhya Telelinks Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"VIPCLOTHNG","VIP Clothing Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"WSTCSTPAPR","West Coast Paper Mills Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","15-Sep-2021","-","17-Sep-2021","22-Sep-2021"
"ZENSARTECH","Zensar Technologies Limited","EQ"," Dividend - Rs 2.40 Per Share","2","15-Sep-2021","16-Sep-2021","-","-"
"WATERBASE","Waterbase Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"REPCOHOME","Repco Home Finance Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"UNIVCABLES","Universal Cables Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"SHREERAMA","Shree Rama Multi-Tech Limited","EQ"," Annual General Meeting","5","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"SHREYAS","Shreyas Shipping & Logistics Limited","EQ"," Dividend - Rs 2 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"WINDMACHIN","Windsor Machines Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"SANDESH","The Sandesh Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","29-Sep-2021"
"SANDHAR","Sandhar Technologies Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"GIPCL","Gujarat Industries Power Company Limited","EQ"," Dividend - Rs 2.70 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"CINEVISTA","Cinevista Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"BHEL","Bharat Heavy Electricals Limited","EQ"," Annual General Meeting","2","15-Sep-2021","16-Sep-2021","-","-"
"BIRLACABLE","Birla Cable Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"BBL","Bharat Bijlee Limited","EQ"," Annual General Meeting/Dividend - Rs 5 Per Share","5","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"DENORA","De Nora India Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"MANINFRA","Man Infraconstruction Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"KUANTUM","Kuantum Papers Limited","EQ"," Annual General Meeting","1","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"668GS2031","GOVERNMENT OF INDIA","GS"," Interest Payment","100","15-Sep-2021","16-Sep-2021","-","-"
"ANURAS","Anupam Rasayan India Limited","EQ"," Dividend - Rs 0.50 Per Share","10","15-Sep-2021","16-Sep-2021","-","-"
"ANURAS","Anupam Rasayan India Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","30-Sep-2021"
"ANDHRSUGAR","The Andhra Sugars Limited","EQ"," Dividend - Rs 10 Per Share","2","15-Sep-2021","16-Sep-2021","-","-"
"ANDHRSUGAR","The Andhra Sugars Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ"," Annual General Meeting/Dividend - Rs 2.60 Per Share","1","15-Sep-2021","16-Sep-2021","-","-"
"ECLERX","eClerx Services Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2021","-","17-Sep-2021","29-Sep-2021"
"GAYAPROJ","Gayatri Projects Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"EPIGRAL","Epigral Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"MFSL","Max Financial Services Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"HCC","Hindustan Construction Company Limited","EQ"," Annual General Meeting","1","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"HCL-INSYS","HCL Infosystems Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","22-Sep-2021"
"INFIBEAM","Infibeam Avenues Limited","EQ"," Annual General Meeting/Dividend - Rs 0.05 Per Share","1","15-Sep-2021","16-Sep-2021","-","-"
"MAXIND","Max India Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"MAXVIL","Max Ventures and Industries Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"PDPL","Parenteral Drugs (India) Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"GUJALKALI","Gujarat Alkalies and Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 8 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"MARKSANS","Marksans Pharma Limited","EQ"," Annual General Meeting/Dividend - Rs 0.25 Per Share","1","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"EKC","Everest Kanto Cylinder Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"KREBSBIO","Krebs Biochemicals and Industries Limited","EQ"," Annual General Meeting","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"JAGRAN","Jagran Prakashan Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"MUKTAARTS","Mukta Arts Limited","EQ"," Annual General Meeting","5","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"HNDFDS","Hindustan Foods Limited","EQ"," Annual General Meeting","2","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"AGI","AGI Greenpac Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","2","15-Sep-2021","-","17-Sep-2021","24-Sep-2021"
"MOL","Meghmani Organics Limited","EQ"," Annual General Meeting/Dividend - Rs 1.40 Per Sh","1","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"KANPRPLA","Kanpur Plastipack Limited","EQ"," Bonus 1:2","10","15-Sep-2021","16-Sep-2021","-","-"
"LASA","Lasa Supergenerics Limited","EQ"," Annual General Meeting/Dividend - Rs 0.25 Per Share","10","15-Sep-2021","-","17-Sep-2021","23-Sep-2021"
"MANAKALUCO","Manaksia Aluminium Company Limited","EQ"," Annual General Meeting","1","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.03 Per Share","1","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"GENCON","Generic Engineering Construction and Projects Limited","EQ"," Annual General Meeting/Dividend - Rs 0.05 Per Share","5","16-Sep-2021","-","18-Sep-2021","29-Sep-2021"
"AEGISCHEM","Aegis Logistics Limited","EQ"," Dividend - Rs 2 Per Share","1","16-Sep-2021","17-Sep-2021","-","-"
"AHLUCONT","Ahluwalia Contracts (India) Limited","EQ"," Annual General Meeting","2","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"BODALCHEM","Bodal Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 0.80 Per Share","2","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"PGIL","Pearl Global Industries Limited","EQ"," Annual General Meeting","5","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"IRCON","Ircon International Limited","EQ"," Annual General Meeting/Dividend - Rs 1.70 Per Share","2","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"MGEL","Mangalam Global Enterprise Limited","EQ"," Dividend - Re 1 Per Sh","2","16-Sep-2021","17-Sep-2021","-","-"
"PETRONET","Petronet LNG Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","27-Sep-2021"
"HBLPOWER","HBL Power Systems Limited","EQ"," Dividend - Rs 0.35 Per Share","1","16-Sep-2021","-","18-Sep-2021","25-Sep-2021"
"INSPIRISYS","Inspirisys Solutions Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"INDIAGLYCO","India Glycols Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"MAWANASUG","Mawana Sugars Limited","EQ"," Dividend - Rs 3 Per Share","10","16-Sep-2021","17-Sep-2021","-","-"
"MAWANASUG","Mawana Sugars Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"INDRAMEDCO","Indraprastha Medical Corporation Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"ORIENTALTL","Oriental Trimex Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"OSWALAGRO","Oswal Agro Mills Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"PAISALO","Paisalo Digital Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","16-Sep-2021","-","19-Sep-2021","25-Sep-2021"
"PALREDTEC","Palred Technologies Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","20-Sep-2021","25-Sep-2021"
"PANACEABIO","Panacea Biotec Limited","EQ"," Annual General Meeting","1","16-Sep-2021","-","18-Sep-2021","25-Sep-2021"
"KRBL","KRBL Limited","EQ"," Annual General Meeting/Dividend - Rs 3.50 Per Share","1","16-Sep-2021","-","18-Sep-2021","30-Sep-2021"
"NAGREEKEXP","Nagreeka Exports Limited","EQ"," Annual General Meeting","5","16-Sep-2021","-","18-Sep-2021","25-Sep-2021"
"NAHARCAP","Nahar Capital and Financial Services Limited","EQ"," Dividend - Rs 1.50 Per Share","5","16-Sep-2021","-","18-Sep-2021","21-Sep-2021"
"NAHARPOLY","Nahar Poly Films Limited","EQ"," Dividend - Rs 1.50 Per Share","5","16-Sep-2021","-","18-Sep-2021","21-Sep-2021"
"NAHARSPING","Nahar Spinning Mills Limited","EQ"," Dividend - Rs 1.50 Per Share","5","16-Sep-2021","-","18-Sep-2021","21-Sep-2021"
"HUDCO","Housing & Urban Development Corporation Limited","EQ"," Dividend - Rs 1.425 Per Sh","10","16-Sep-2021","18-Sep-2021","-","-"
"JISLDVREQS","Jain Irrigation Systems Limited","EQ"," Annual General Meeting","2","16-Sep-2021","-","20-Sep-2021","30-Sep-2021"
"MURUDCERA","Murudeshwar Ceramics Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","25-Sep-2021"
"NACLIND","NACL Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.15 Per Share","1","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"HOVS","HOV Services Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","19-Sep-2021","22-Sep-2021"
"MONTECARLO","Monte Carlo Fashions Limited","EQ"," Annual General Meeting/Dividend - Rs 15 Per Share","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"PHOENIXLTD","The Phoenix Mills Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"PITTIENG","Pitti Engineering Limited","EQ"," Annual General Meeting","5","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","EQ"," Dividend - Rs 1.50 Per Share","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"MIRCELECTR","MIRC Electronics Limited","EQ"," Annual General Meeting","1","16-Sep-2021","-","20-Sep-2021","27-Sep-2021"
"IGL","Indraprastha Gas Limited","EQ"," Annual General Meeting/Dividend - Rs 3.60 Per Share","2","16-Sep-2021","-","18-Sep-2021","28-Sep-2021"
"OIL","Oil India Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","16-Sep-2021","-","19-Sep-2021","25-Sep-2021"
"MAGNUM","Magnum Ventures Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"MAHASTEEL","Mahamaya Steel Industries Limited","EQ"," Annual General Meeting","10","16-Sep-2021","-","18-Sep-2021","24-Sep-2021"
"GTECJAINX","G-TEC JAINX EDUCATION LIMITED","EQ"," Annual General Meeting","10","16-Sep-2021","-","20-Sep-2021","27-Sep-2021"
